city,locality,property_type,bedrooms,area_sqft,price_per_sqft,transaction_date,price_total,source
Delhi,Mayur Vihar,Apartment,3,951.0,8346.0,2024-12-06,79.37,delhi_govt
Delhi,Mayur Vihar,Apartment,5,769.0,6103.0,2024-05-17,46.93,delhi_govt
Delhi,Rohini,Apartment,2,1104.0,19879.0,2025-03-12,219.46,delhi_govt
Delhi,Greater Kailash,Apartment,5,952.0,16033.0,2024-10-28,152.63,delhi_govt
Delhi,Greater Kailash,Apartment,1,769.0,14785.0,2025-01-12,113.7,delhi_govt
Delhi,Vasant Kunj,Apartment,1,1114.0,16047.0,2024-12-13,178.76,delhi_govt
Delhi,Rohini,Apartment,1,1615.0,29518.0,2024-08-26,476.72,delhi_govt
Delhi,South Extension,Plot,2,983.0,18911.0,2024-10-22,185.9,delhi_govt
Delhi,Rohini,Apartment,3,1579.0,10296.0,2024-09-27,162.57,delhi_govt
Delhi,South Extension,Apartment,1,1777.0,7438.0,2024-10-13,132.17,delhi_govt
Delhi,Vasant Kunj,Apartment,1,795.0,19745.0,2025-04-05,156.97,delhi_govt
Delhi,Dwarka,Apartment,4,1103.0,18852.0,2024-08-20,207.94,delhi_govt
Delhi,Greater Kailash,Villa,4,1773.0,17588.0,2025-01-10,311.84,delhi_govt
Delhi,Vasant Kunj,Apartment,4,1061.0,11342.0,2025-02-03,120.34,delhi_govt
Delhi,Greater Kailash,Apartment,4,1112.0,16635.0,2024-05-21,184.98,delhi_govt
Delhi,Mayur Vihar,Villa,3,566.0,11745.0,2024-09-12,66.48,delhi_govt
Delhi,Dwarka,Apartment,2,930.0,17983.0,2024-12-22,167.24,delhi_govt
Delhi,Dwarka,Apartment,2,1278.0,19422.0,2024-05-23,248.21,delhi_govt
Delhi,Vasant Kunj,Plot,3,1877.0,12554.0,2024-06-19,235.64,delhi_govt
Delhi,Dwarka,Apartment,2,1037.0,20093.0,2024-07-30,208.36,delhi_govt
Delhi,South Extension,Apartment,3,568.0,15517.0,2025-03-24,88.14,delhi_govt
Delhi,Dwarka,Row House,1,650.0,17213.0,2024-10-25,111.88,delhi_govt
Delhi,Greater Kailash,Apartment,2,1089.0,9107.0,2025-02-22,99.18,delhi_govt
Delhi,Greater Kailash,Apartment,3,1477.0,16045.0,2024-12-16,236.98,delhi_govt
Delhi,Greater Kailash,Apartment,3,1304.0,11960.0,2024-09-13,155.96,delhi_govt
Delhi,Greater Kailash,Plot,3,1247.0,17136.0,2024-07-24,213.69,delhi_govt
Delhi,South Extension,Apartment,3,1519.0,21602.0,2024-06-03,328.13,delhi_govt
Delhi,Rohini,Apartment,1,870.0,16303.0,2024-11-13,141.84,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1106.0,10946.0,2024-11-11,121.06,delhi_govt
Delhi,Vasant Kunj,Apartment,4,933.0,17819.0,2024-06-09,166.25,delhi_govt
Delhi,Greater Kailash,Apartment,3,1013.0,16808.0,2024-10-24,170.27,delhi_govt
Delhi,Dwarka,Apartment,2,778.0,24264.0,2024-10-19,188.77,delhi_govt
Delhi,Greater Kailash,Apartment,4,990.0,16143.0,2024-06-12,159.82,delhi_govt
Delhi,Dwarka,Apartment,2,1091.0,12365.0,2024-08-16,134.9,delhi_govt
Delhi,Mayur Vihar,Apartment,3,981.0,18468.0,2024-07-09,181.17,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1048.0,14425.0,2025-02-05,151.17,delhi_govt
Delhi,Mayur Vihar,Apartment,3,1230.0,15361.0,2024-06-14,188.94,delhi_govt
Delhi,Dwarka,Apartment,3,1496.0,10822.0,2024-08-14,161.9,delhi_govt
Delhi,Greater Kailash,Villa,2,1520.0,14449.0,2024-10-23,219.62,delhi_govt
Delhi,Mayur Vihar,Apartment,4,1344.0,15139.0,2024-09-24,203.47,delhi_govt
Delhi,South Extension,Apartment,3,697.0,14422.0,2024-08-15,100.52,delhi_govt
Delhi,Dwarka,Apartment,2,985.0,12341.0,2024-10-05,121.56,delhi_govt
Delhi,Dwarka,Plot,2,1012.0,16297.0,2024-05-08,164.93,delhi_govt
Delhi,Greater Kailash,Villa,2,890.0,10844.0,2024-08-17,96.51,delhi_govt
Delhi,Dwarka,Apartment,1,1210.0,9785.0,2024-04-10,118.4,delhi_govt
Delhi,Dwarka,Apartment,3,590.0,18193.0,2024-12-20,107.34,delhi_govt
Delhi,Mayur Vihar,Plot,4,1642.0,17780.0,2024-08-26,291.95,delhi_govt
Delhi,Greater Kailash,Apartment,3,1482.0,9116.0,2025-01-16,135.1,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1253.0,6767.0,2024-08-15,84.79,delhi_govt
Delhi,Mayur Vihar,Apartment,1,1080.0,10461.0,2024-10-04,112.98,delhi_govt
Delhi,Greater Kailash,Apartment,2,1493.0,14423.0,2024-10-03,215.34,delhi_govt
Delhi,Vasant Kunj,Row House,3,1321.0,20195.0,2024-11-23,266.78,delhi_govt
Delhi,Mayur Vihar,Villa,3,1454.0,14313.0,2024-08-29,208.11,delhi_govt
Delhi,South Extension,Apartment,2,1081.0,11538.0,2024-06-22,124.73,delhi_govt
Delhi,South Extension,Apartment,3,1673.0,15669.0,2024-04-07,262.14,delhi_govt
Delhi,Dwarka,Row House,4,1473.0,14487.0,2024-09-16,213.39,delhi_govt
Delhi,South Extension,Plot,3,1263.0,8785.0,2024-11-11,110.95,delhi_govt
Delhi,Dwarka,Apartment,4,1502.0,8812.0,2024-05-17,132.36,delhi_govt
Delhi,Vasant Kunj,Plot,3,966.0,8933.0,2024-11-30,86.29,delhi_govt
Delhi,Greater Kailash,Row House,3,726.0,26159.0,2024-11-22,189.91,delhi_govt
Delhi,Greater Kailash,Villa,3,1203.0,18870.0,2024-12-13,227.01,delhi_govt
Delhi,Greater Kailash,Apartment,3,1082.0,12328.0,2024-07-16,133.39,delhi_govt
Delhi,South Extension,Apartment,2,1037.0,19987.0,2025-02-01,207.27,delhi_govt
Delhi,Vasant Kunj,Villa,2,1489.0,12444.0,2024-11-22,185.29,delhi_govt
Delhi,South Extension,Apartment,2,1153.0,19838.0,2025-02-24,228.73,delhi_govt
Delhi,South Extension,Villa,3,1184.0,15361.0,2024-06-14,181.87,delhi_govt
Delhi,Vasant Kunj,Apartment,2,995.0,12035.0,2025-04-03,119.75,delhi_govt
Delhi,Vasant Kunj,Apartment,4,1382.0,18059.0,2024-09-24,249.58,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1325.0,15619.0,2024-12-17,206.95,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1380.0,16792.0,2024-08-28,231.73,delhi_govt
Delhi,Greater Kailash,Row House,2,941.0,15970.0,2025-04-02,150.28,delhi_govt
Delhi,Rohini,Villa,4,1517.0,15923.0,2024-08-05,241.55,delhi_govt
Delhi,Rohini,Villa,4,1688.0,18602.0,2024-10-22,314.0,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1369.0,26627.0,2025-03-11,364.52,delhi_govt
Delhi,Rohini,Apartment,2,841.0,20620.0,2025-03-20,173.41,delhi_govt
Delhi,Rohini,Apartment,3,843.0,15988.0,2024-09-02,134.78,delhi_govt
Delhi,Vasant Kunj,Apartment,2,980.0,13602.0,2025-01-04,133.3,delhi_govt
Delhi,Rohini,Apartment,2,919.0,14097.0,2025-03-06,129.55,delhi_govt
Delhi,South Extension,Apartment,3,1077.0,9347.0,2024-09-13,100.67,delhi_govt
Delhi,Dwarka,Apartment,3,1302.0,17990.0,2024-09-11,234.23,delhi_govt
Delhi,Dwarka,Apartment,3,1193.0,10433.0,2024-12-20,124.47,delhi_govt
Delhi,Vasant Kunj,Row House,4,1165.0,13324.0,2024-11-11,155.22,delhi_govt
Delhi,Greater Kailash,Plot,3,1023.0,18017.0,2024-12-26,184.31,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1076.0,13932.0,2024-05-23,149.91,delhi_govt
Delhi,Greater Kailash,Apartment,2,1355.0,12785.0,2024-08-08,173.24,delhi_govt
Delhi,Dwarka,Villa,4,456.0,9611.0,2024-08-02,43.83,delhi_govt
Delhi,Vasant Kunj,Apartment,1,1096.0,20424.0,2024-10-25,223.85,delhi_govt
Delhi,Mayur Vihar,Plot,4,1192.0,11251.0,2024-10-15,134.11,delhi_govt
Delhi,South Extension,Plot,4,1351.0,12364.0,2025-03-02,167.04,delhi_govt
Delhi,Rohini,Apartment,2,777.0,6937.0,2024-06-26,53.9,delhi_govt
Delhi,Greater Kailash,Apartment,3,760.0,14911.0,2024-04-12,113.32,delhi_govt
Delhi,Mayur Vihar,Apartment,4,1287.0,13500.0,2024-04-13,173.74,delhi_govt
Delhi,Rohini,Apartment,3,491.0,15818.0,2025-03-16,77.67,delhi_govt
Delhi,Rohini,Apartment,4,1526.0,9714.0,2024-06-02,148.24,delhi_govt
Delhi,Vasant Kunj,Plot,4,1173.0,18304.0,2024-10-25,214.71,delhi_govt
Delhi,Rohini,Apartment,3,1599.0,6724.0,2024-12-30,107.52,delhi_govt
Delhi,South Extension,Apartment,2,752.0,14585.0,2024-06-03,109.68,delhi_govt
Delhi,Mayur Vihar,Plot,4,960.0,15520.0,2024-05-02,148.99,delhi_govt
Delhi,Rohini,Villa,3,329.0,15260.0,2025-02-10,50.21,delhi_govt
Delhi,Vasant Kunj,Apartment,2,845.0,15710.0,2024-05-08,132.75,delhi_govt
Delhi,South Extension,Apartment,1,1041.0,18549.0,2024-11-30,193.1,delhi_govt
Delhi,Dwarka,Apartment,3,472.0,20961.0,2024-09-25,98.94,delhi_govt
Delhi,Mayur Vihar,Apartment,4,974.0,14300.0,2024-08-06,139.28,delhi_govt
Delhi,Rohini,Apartment,4,464.0,10645.0,2024-04-22,49.39,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1018.0,17523.0,2025-01-08,178.38,delhi_govt
Delhi,Dwarka,Row House,2,1467.0,13739.0,2024-05-05,201.55,delhi_govt
Delhi,Dwarka,Apartment,2,1089.0,20691.0,2024-09-03,225.32,delhi_govt
Delhi,Greater Kailash,Plot,4,1631.0,12291.0,2025-01-04,200.47,delhi_govt
Delhi,South Extension,Row House,2,1352.0,11139.0,2024-06-07,150.6,delhi_govt
Delhi,Rohini,Apartment,2,1531.0,15647.0,2024-08-14,239.56,delhi_govt
Delhi,Vasant Kunj,Plot,2,855.0,7168.0,2024-10-04,61.29,delhi_govt
Delhi,Greater Kailash,Apartment,3,847.0,12897.0,2025-02-27,109.24,delhi_govt
Delhi,South Extension,Plot,4,1211.0,13516.0,2024-11-18,163.68,delhi_govt
Delhi,Greater Kailash,Apartment,2,595.0,15992.0,2024-09-23,95.15,delhi_govt
Delhi,Mayur Vihar,Apartment,3,1251.0,10517.0,2025-03-22,131.57,delhi_govt
Delhi,South Extension,Apartment,3,996.0,11042.0,2024-07-23,109.98,delhi_govt
Delhi,South Extension,Plot,5,1526.0,20206.0,2024-11-22,308.34,delhi_govt
Delhi,Rohini,Villa,2,1317.0,14939.0,2025-04-05,196.75,delhi_govt
Delhi,South Extension,Apartment,3,1451.0,18891.0,2025-02-16,274.11,delhi_govt
Delhi,Greater Kailash,Plot,2,859.0,12562.0,2024-12-31,107.91,delhi_govt
Delhi,South Extension,Apartment,4,1435.0,14755.0,2024-09-17,211.73,delhi_govt
Delhi,Rohini,Apartment,3,1562.0,15965.0,2025-03-11,249.37,delhi_govt
Delhi,Rohini,Apartment,2,1088.0,22864.0,2024-04-28,248.76,delhi_govt
Delhi,Mayur Vihar,Apartment,3,863.0,14021.0,2024-08-14,121.0,delhi_govt
Delhi,Greater Kailash,Apartment,3,869.0,14252.0,2024-04-22,123.85,delhi_govt
Delhi,Dwarka,Plot,1,1496.0,19942.0,2024-08-05,298.33,delhi_govt
Delhi,Dwarka,Apartment,4,1959.0,13291.0,2024-04-13,260.37,delhi_govt
Delhi,South Extension,Apartment,2,786.0,16281.0,2024-05-14,127.97,delhi_govt
Delhi,Mayur Vihar,Apartment,3,761.0,19549.0,2024-04-20,148.77,delhi_govt
Delhi,Vasant Kunj,Plot,3,1395.0,12409.0,2025-02-14,173.11,delhi_govt
Delhi,South Extension,Row House,3,859.0,16532.0,2025-01-15,142.01,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1426.0,22855.0,2025-03-01,325.91,delhi_govt
Delhi,Greater Kailash,Plot,4,1249.0,19146.0,2025-01-29,239.13,delhi_govt
Delhi,Greater Kailash,Apartment,3,1092.0,16282.0,2024-11-28,177.8,delhi_govt
Delhi,Greater Kailash,Villa,3,1241.0,13991.0,2024-11-02,173.63,delhi_govt
Delhi,Greater Kailash,Apartment,3,1222.0,12281.0,2024-08-04,150.07,delhi_govt
Delhi,Greater Kailash,Plot,3,1043.0,10553.0,2024-12-16,110.07,delhi_govt
Delhi,Mayur Vihar,Apartment,1,538.0,21793.0,2024-10-20,117.25,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1157.0,20920.0,2024-11-15,242.04,delhi_govt
Delhi,Rohini,Villa,4,1603.0,12043.0,2024-04-15,193.05,delhi_govt
Delhi,Dwarka,Apartment,2,585.0,16520.0,2024-09-21,96.64,delhi_govt
Delhi,Greater Kailash,Apartment,3,791.0,15501.0,2024-12-18,122.61,delhi_govt
Delhi,Vasant Kunj,Apartment,5,1237.0,20330.0,2025-01-17,251.48,delhi_govt
Delhi,Mayur Vihar,Apartment,1,1112.0,16723.0,2024-10-27,185.96,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1232.0,14897.0,2025-03-18,183.53,delhi_govt
Delhi,Vasant Kunj,Apartment,3,876.0,12562.0,2024-11-30,110.04,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1472.0,16534.0,2024-09-13,243.38,delhi_govt
Delhi,Rohini,Apartment,1,1115.0,13433.0,2025-03-08,149.78,delhi_govt
Delhi,Mayur Vihar,Villa,1,1323.0,15993.0,2024-09-11,211.59,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1202.0,14658.0,2024-06-30,176.19,delhi_govt
Delhi,Greater Kailash,Apartment,4,1156.0,13324.0,2024-11-06,154.03,delhi_govt
Delhi,South Extension,Apartment,3,1301.0,10623.0,2024-08-09,138.21,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1160.0,17314.0,2024-07-14,200.84,delhi_govt
Delhi,Rohini,Villa,1,719.0,15192.0,2024-10-06,109.23,delhi_govt
Delhi,Mayur Vihar,Apartment,3,1448.0,23043.0,2024-12-22,333.66,delhi_govt
Delhi,Rohini,Apartment,2,1362.0,10354.0,2024-08-13,141.02,delhi_govt
Delhi,Vasant Kunj,Villa,4,426.0,17814.0,2024-10-15,75.89,delhi_govt
Delhi,Mayur Vihar,Villa,4,891.0,14628.0,2024-10-30,130.34,delhi_govt
Delhi,South Extension,Apartment,3,1434.0,24449.0,2024-10-16,350.6,delhi_govt
Delhi,Vasant Kunj,Villa,4,515.0,17470.0,2024-05-30,89.97,delhi_govt
Delhi,Rohini,Plot,1,1402.0,16461.0,2024-10-31,230.78,delhi_govt
Delhi,Dwarka,Apartment,3,1055.0,14640.0,2024-07-22,154.45,delhi_govt
Delhi,Greater Kailash,Villa,2,1529.0,11836.0,2024-10-24,180.97,delhi_govt
Delhi,Rohini,Villa,4,1100.0,16401.0,2024-11-10,180.41,delhi_govt
Delhi,Mayur Vihar,Apartment,2,869.0,8780.0,2024-11-03,76.3,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1199.0,8987.0,2025-02-27,107.75,delhi_govt
Delhi,Greater Kailash,Apartment,4,1090.0,19556.0,2024-11-26,213.16,delhi_govt
Delhi,Vasant Kunj,Plot,1,841.0,7070.0,2024-04-13,59.46,delhi_govt
Delhi,Mayur Vihar,Row House,2,1810.0,13562.0,2024-07-25,245.47,delhi_govt
Delhi,Vasant Kunj,Apartment,3,789.0,10279.0,2024-09-10,81.1,delhi_govt
Delhi,Dwarka,Apartment,3,382.0,13189.0,2025-01-01,50.38,delhi_govt
Delhi,Greater Kailash,Apartment,2,1606.0,15830.0,2024-04-23,254.23,delhi_govt
Delhi,Greater Kailash,Apartment,2,913.0,19430.0,2024-05-14,177.4,delhi_govt
Delhi,Mayur Vihar,Apartment,2,1005.0,20479.0,2024-10-17,205.81,delhi_govt
Delhi,Dwarka,Apartment,4,985.0,10865.0,2024-07-30,107.02,delhi_govt
Delhi,Rohini,Villa,3,918.0,12903.0,2024-09-28,118.45,delhi_govt
Delhi,Vasant Kunj,Apartment,1,855.0,33236.0,2024-09-19,284.17,delhi_govt
Delhi,South Extension,Villa,2,781.0,13875.0,2024-08-28,108.36,delhi_govt
Delhi,Vasant Kunj,Apartment,2,1121.0,11030.0,2025-03-13,123.65,delhi_govt
Delhi,Vasant Kunj,Apartment,2,971.0,11779.0,2024-08-05,114.37,delhi_govt
Delhi,Rohini,Apartment,3,1334.0,13901.0,2024-05-17,185.44,delhi_govt
Delhi,Vasant Kunj,Apartment,2,1254.0,13233.0,2024-11-29,165.94,delhi_govt
Delhi,Dwarka,Plot,2,803.0,13945.0,2025-01-03,111.98,delhi_govt
Delhi,Dwarka,Apartment,3,1135.0,14904.0,2024-06-10,169.16,delhi_govt
Delhi,Greater Kailash,Plot,2,966.0,14872.0,2024-11-24,143.66,delhi_govt
Delhi,Mayur Vihar,Apartment,3,783.0,10700.0,2025-02-10,83.78,delhi_govt
Delhi,South Extension,Villa,3,1321.0,16662.0,2024-10-30,220.11,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1061.0,15545.0,2025-03-08,164.93,delhi_govt
Delhi,Vasant Kunj,Villa,3,970.0,17235.0,2024-09-07,167.18,delhi_govt
Delhi,Rohini,Villa,3,826.0,7285.0,2024-11-03,60.17,delhi_govt
Delhi,Mayur Vihar,Apartment,4,771.0,15706.0,2024-06-17,121.09,delhi_govt
Delhi,Dwarka,Apartment,3,1736.0,6065.0,2024-08-27,105.29,delhi_govt
Delhi,South Extension,Plot,3,1207.0,14210.0,2024-12-12,171.51,delhi_govt
Delhi,Greater Kailash,Row House,4,751.0,17961.0,2024-10-30,134.89,delhi_govt
Delhi,Dwarka,Apartment,3,1192.0,19706.0,2024-07-21,234.9,delhi_govt
Delhi,Mayur Vihar,Villa,2,1440.0,16505.0,2024-07-29,237.67,delhi_govt
Delhi,Greater Kailash,Plot,2,1154.0,18039.0,2024-12-05,208.17,delhi_govt
Delhi,Rohini,Plot,2,1540.0,13654.0,2024-06-11,210.27,delhi_govt
Delhi,Rohini,Row House,4,606.0,12709.0,2024-07-17,77.02,delhi_govt
Delhi,Vasant Kunj,Villa,3,463.0,27117.0,2025-02-16,125.55,delhi_govt
Delhi,Mayur Vihar,Apartment,4,1183.0,18722.0,2024-05-12,221.48,delhi_govt
Delhi,South Extension,Apartment,3,1188.0,9722.0,2024-06-13,115.5,delhi_govt
Delhi,Greater Kailash,Apartment,3,31.0,7194.0,2024-04-09,2.23,delhi_govt
Delhi,Dwarka,Villa,1,900.0,12907.0,2025-01-19,116.16,delhi_govt
Delhi,Mayur Vihar,Villa,3,777.0,20363.0,2024-11-30,158.22,delhi_govt
Delhi,Mayur Vihar,Apartment,3,655.0,15219.0,2024-09-21,99.68,delhi_govt
Delhi,Rohini,Plot,5,776.0,4992.0,2024-08-28,38.74,delhi_govt
Delhi,Vasant Kunj,Villa,2,1291.0,14202.0,2025-01-05,183.35,delhi_govt
Delhi,Vasant Kunj,Apartment,3,774.0,14989.0,2025-03-29,116.01,delhi_govt
Delhi,Greater Kailash,Apartment,3,785.0,4129.0,2025-03-05,32.41,delhi_govt
Delhi,Rohini,Apartment,3,582.0,15109.0,2024-05-21,87.93,delhi_govt
Delhi,Mayur Vihar,Apartment,3,1506.0,10440.0,2024-07-11,157.23,delhi_govt
Delhi,South Extension,Apartment,3,1239.0,6740.0,2024-09-27,83.51,delhi_govt
Delhi,Rohini,Apartment,2,302.0,22220.0,2024-04-22,67.1,delhi_govt
Delhi,Greater Kailash,Apartment,3,786.0,10241.0,2024-10-25,80.49,delhi_govt
Delhi,Greater Kailash,Apartment,3,1269.0,11997.0,2025-02-04,152.24,delhi_govt
Delhi,Rohini,Apartment,4,1510.0,11937.0,2024-07-16,180.25,delhi_govt
Delhi,Greater Kailash,Apartment,4,1369.0,15010.0,2024-06-25,205.49,delhi_govt
Delhi,Rohini,Villa,2,986.0,22948.0,2025-01-01,226.27,delhi_govt
Delhi,Dwarka,Apartment,2,482.0,9617.0,2025-02-24,46.35,delhi_govt
Delhi,Rohini,Plot,5,1378.0,13619.0,2024-11-08,187.67,delhi_govt
Delhi,Rohini,Row House,3,1005.0,15544.0,2024-09-14,156.22,delhi_govt
Delhi,Greater Kailash,Apartment,4,1122.0,11090.0,2024-07-13,124.43,delhi_govt
Delhi,Greater Kailash,Apartment,2,1043.0,13547.0,2025-04-04,141.3,delhi_govt
Delhi,Vasant Kunj,Apartment,3,666.0,17675.0,2024-10-10,117.72,delhi_govt
Delhi,Vasant Kunj,Apartment,4,1217.0,11599.0,2024-09-24,141.16,delhi_govt
Delhi,Dwarka,Apartment,4,1172.0,13476.0,2024-05-05,157.94,delhi_govt
Delhi,Vasant Kunj,Apartment,2,964.0,13059.0,2024-09-22,125.89,delhi_govt
Delhi,Rohini,Apartment,3,1251.0,14533.0,2024-04-28,181.81,delhi_govt
Delhi,Greater Kailash,Apartment,3,660.0,16094.0,2024-07-31,106.22,delhi_govt
Delhi,Vasant Kunj,Apartment,1,1014.0,17640.0,2024-09-06,178.87,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1108.0,23719.0,2024-11-04,262.81,delhi_govt
Delhi,Dwarka,Apartment,3,545.0,3037.0,2024-10-30,16.55,delhi_govt
Delhi,Mayur Vihar,Apartment,4,1082.0,14247.0,2024-04-09,154.15,delhi_govt
Delhi,Dwarka,Apartment,3,1335.0,8860.0,2024-11-18,118.28,delhi_govt
Delhi,Rohini,Row House,2,1003.0,13266.0,2024-08-28,133.06,delhi_govt
Delhi,Greater Kailash,Apartment,1,1089.0,18964.0,2024-07-07,206.52,delhi_govt
Delhi,Dwarka,Apartment,3,1280.0,20390.0,2024-11-03,260.99,delhi_govt
Delhi,Vasant Kunj,Apartment,2,976.0,20601.0,2024-07-31,201.07,delhi_govt
Delhi,Greater Kailash,Apartment,3,1005.0,20559.0,2024-07-01,206.62,delhi_govt
Delhi,Greater Kailash,Row House,2,723.0,14217.0,2024-06-06,102.79,delhi_govt
Delhi,Vasant Kunj,Villa,4,1095.0,21293.0,2024-07-04,233.16,delhi_govt
Delhi,Dwarka,Apartment,5,993.0,22186.0,2025-04-04,220.31,delhi_govt
Delhi,Vasant Kunj,Villa,3,1260.0,15625.0,2025-01-08,196.88,delhi_govt
Delhi,Mayur Vihar,Row House,4,1280.0,20298.0,2024-06-23,259.81,delhi_govt
Delhi,Greater Kailash,Plot,3,1353.0,15186.0,2024-11-27,205.47,delhi_govt
Delhi,South Extension,Villa,3,937.0,21346.0,2025-01-18,200.01,delhi_govt
Delhi,South Extension,Villa,2,403.0,14273.0,2024-07-20,57.52,delhi_govt
Delhi,Rohini,Apartment,3,1337.0,12257.0,2024-08-08,163.88,delhi_govt
Delhi,Vasant Kunj,Apartment,3,1238.0,9960.0,2024-11-16,123.3,delhi_govt
Delhi,Vasant Kunj,Apartment,4,897.0,14219.0,2024-08-21,127.54,delhi_govt
Delhi,Rohini,Apartment,3,1278.0,15380.0,2024-10-25,196.56,delhi_govt
Delhi,Rohini,Apartment,4,636.0,10744.0,2024-08-13,68.33,delhi_govt
Delhi,Rohini,Apartment,3,1430.0,13875.0,2024-11-29,198.41,delhi_govt
Delhi,Greater Kailash,Apartment,2,993.0,12631.0,2024-09-18,125.43,delhi_govt
Delhi,Mayur Vihar,Villa,5,835.0,10154.0,2025-03-06,84.79,delhi_govt
Delhi,Vasant Kunj,Plot,3,901.0,19661.0,2024-11-19,177.15,delhi_govt
Delhi,Greater Kailash,Apartment,2,1026.0,20454.0,2025-03-16,209.86,delhi_govt
Delhi,Rohini,Apartment,3,1096.0,19641.0,2024-08-15,215.27,delhi_govt
Delhi,Vasant Kunj,Plot,2,1115.0,14621.0,2024-09-16,163.02,delhi_govt
Delhi,Greater Kailash,Apartment,3,963.0,14899.0,2024-07-01,143.48,delhi_govt
Delhi,Mayur Vihar,Villa,3,1164.0,10216.0,2024-11-26,118.91,delhi_govt
Delhi,Greater Kailash,Apartment,3,1103.0,16866.0,2024-11-09,186.03,delhi_govt
Delhi,Mayur Vihar,Apartment,5,893.0,15763.0,2025-03-08,140.76,delhi_govt
